,Unnamed: 0,unixepoch,pid,g_x,g_y,Rstep_len,Rstep,x_SG,y_SG,vx_SG,vy_SG,ng_x,ng_y,mov_x,mov_y,m_mov_x,m_mov_y,tL_x,tL_y,validTransition,K
13465,52370,1510210948455.0,13075004,178,93,236,0,177.89321075476536,93.0649084323046,-0.6530128656156373,-1.5062073174288255,177.0,92.0,-1,-1,0,2,1,1,True,7
13471,52371,1510210948555.0,13075004,177,92,236,1,177.29066643339064,91.8128526772688,-0.5601268010270353,-0.9729305495278168,177.0,91.0,0,-1,1,2,0,1,True,4
13472,52372,1510210948654.0,13075004,177,91,236,2,176.75141446340874,91.00533469287532,-0.5241290423319325,-0.6691193079878895,176.0,90.0,-1,-1,0,2,1,1,True,7
13479,52373,1510210948753.0,13075004,176,90,236,3,176.23132812288523,90.4293291520312,-0.5203991286909199,-0.528739207285724,176.0,90.0,0,0,1,1,0,0,True,0
13483,52374,1510210948852.0,13075004,176,90,236,4,175.70734888216157,89.93720949303204,-0.5306647591856294,-0.4989549469518797,175.0,90.0,-1,0,0,1,1,0,True,3
13487,52375,1510210948952.0,13075004,175,90,236,5,175.17183080180402,89.4331971447648,-0.5420336930251156,-0.5384230808964228,175.0,89.0,0,-1,1,2,0,1,True,4
13489,52376,1510210949051.0,13075004,175,89,236,6,174.6277586629826,88.8615623732183,-0.5460953919766478,-0.6156950175870075,174.0,88.0,-1,-1,0,2,1,1,True,7
13492,52377,1510210949150.0,13075004,174,88,236,7,174.08477724621517,88.19646963784783,-0.5380924050209086,-0.7077302510794208,173.0,87.0,-1,-1,0,2,1,1,True,7
13499,52378,1510210949249.0,13075004,173,87,236,8,173.55596917441193,87.43336034633936,-0.5161614952316036,-0.7985198229005745,173.0,86.0,0,-1,1,2,0,1,True,4
13500,52379,1510210949349.0,13075004,173,86,236,9,173.0553187361555,86.58176589631957,-0.4806445088794782,-0.87782001478397,173.0,86.0,0,0,1,1,0,0,True,0
13505,52380,1510210949448.0,13075004,173,86,236,10,172.59579910515205,85.65944389255736,-0.4334689867607442,-0.9399962722576124,172.0,85.0,-1,-1,0,2,1,1,True,7
13510,52381,1510210949547.0,13075004,172,85,236,11,172.18802037178818,84.68773042820308,-0.3775985177499146,-0.982977359084376,172.0,84.0,0,-1,1,2,0,1,True,4
13514,52382,1510210949646.0,13075004,172,84,236,12,171.83937580272973,83.68800131861101,-0.3165528345770453,-1.0073197425548417,172.0,83.0,0,-1,1,2,0,1,True,4
13519,52383,1510210949777.0,13075004,172,83,236,13,171.5536237444965,82.6791351762913,-0.2539976518293895,-1.015382209632577,171.0,82.0,-1,-1,0,2,1,1,True,7
13521,52384,1510210949876.0,13075004,171,82,236,14,171.33084258694925,81.67587121553723,-0.1934042461774616,-1.0106107139519007,171.0,80.0,0,-1,1,2,0,2,False,4
13527,52385,1510210949975.0,13075004,171,80,236,15,171.1676962422733,80.68795469396555,-0.1377787751964265,-0.9969334519596028,171.0,79.0,0,-1,1,2,0,1,True,4
13530,52386,1510210950074.0,13075004,171,79,236,16,171.07586484163244,79.73177715914582,-0.0902131646205237,-0.9839392563935844,171.0,79.0,0,0,1,1,0,0,True,0
13532,52387,1510210950174.0,13075004,171,79,236,17,170.98978011192344,78.82903582927581,-0.0526878273850246,-0.964755627409045,171.0,78.0,0,-1,1,2,0,1,True,4
13539,52388,1510210950273.0,13075004,171,78,236,18,170.97031813806254,77.84350290002213,-0.0243913925182055,-0.9477527716725536,171.0,77.0,0,-1,1,2,0,1,True,4
13543,52389,1510210950372.0,13075004,171,77,236,19,170.93427189867072,76.87836081363321,-0.0033757413472139,-0.9324055932456196,171.0,76.0,0,-1,1,2,0,1,True,4
13544,52390,1510210950472.0,13075004,171,76,236,20,170.9474788562629,75.87446149493017,0.0120029071242258,-0.9183658525111144,171.0,75.0,0,-1,1,2,0,1,True,4
13548,52391,1510210950571.0,13075004,171,75,236,21,170.93707071326048,74.90177621968408,0.0224025333027273,-0.9047292009259662,171.0,74.0,0,-1,1,2,0,1,True,4
13553,52392,1510210950670.0,13075004,171,74,236,22,170.98460901909624,74.00300872916199,0.027572714492944,-0.8955676603900393,171.0,74.0,0,0,1,1,0,0,True,0
13558,52393,1510210950769.0,13075004,171,74,236,23,171.03776973367033,73.2033649351159,0.0269192449807911,-0.8938903788784762,171.0,72.0,0,-1,1,2,0,2,False,4
13562,52394,1510210950869.0,13075004,171,72,236,24,171.00571846913164,72.39309399050703,0.0202196541787187,-0.9049877220761996,171.0,71.0,0,-1,1,2,0,1,True,4
13571,52395,1510210950968.0,13075004,171,71,236,25,171.01533512391177,71.47678530624398,0.0082057076460411,-0.9222974148344528,171.0,70.0,0,-1,1,2,0,1,True,4
13573,52396,1510210951067.0,13075004,171,70,236,26,171.06214935649828,70.49470147276519,-0.0075523180236003,-0.9430604871291683,171.0,69.0,0,-1,1,2,0,1,True,4
13578,52397,1510210951166.0,13075004,171,69,236,27,171.0441850882519,69.51134823356709,-0.0222871131838751,-0.9655991451127784,171.0,69.0,0,0,1,1,0,0,True,0
13585,52398,1510210951266.0,13075004,171,69,236,28,171.00777918087007,68.50592041700581,-0.0340910171714048,-0.9857802359868796,171.0,68.0,0,-1,1,2,0,1,True,4
13587,52399,1510210951365.0,13075004,171,68,236,29,171.0355450395652,67.49926273269604,-0.0398343687566025,-1.0035611441169123,171.0,67.0,0,-1,1,2,0,1,True,4
13596,52400,1510210951464.0,13075004,171,67,236,30,170.96927393479226,66.54487880056054,-0.0360426791114902,-1.014196759719733,171.0,66.0,0,-1,1,2,0,1,True,4
13600,52401,1510210951563.0,13075004,171,66,236,31,170.9002776252915,65.58367575281699,-0.0181844739999954,-1.0072989974862503,171.0,64.0,0,-1,1,2,0,2,False,4
13602,52402,1510210951663.0,13075004,171,64,236,32,170.86552411355618,64.50543575708771,0.0096814143878862,-0.9761081005494914,171.0,64.0,0,0,1,1,0,0,True,0
13609,52403,1510210951762.0,13075004,171,64,236,33,170.88195915513438,63.54930705257364,0.0464021440470387,-0.922732159289088,171.0,62.0,0,-1,1,2,0,2,False,4
13616,52404,1510210951884.0,13075004,171,62,236,34,170.9514567040694,62.67565765213686,0.0830563229354393,-0.8568009679559733,171.0,61.0,0,-1,1,2,0,1,True,4
13620,52405,1510210951983.0,13075004,171,61,236,35,171.06524825882116,61.90048112038401,0.1144390932091119,-0.7881093472450783,171.0,61.0,0,0,1,1,0,0,True,0
13623,52406,1510210952083.0,13075004,171,61,236,36,171.20783110866645,61.120942293278205,0.1336682360755201,-0.729197049646518,171.0,61.0,0,0,1,1,0,0,True,0
13627,52407,1510210952184.0,13075004,171,61,236,37,171.3603554805801,60.359656707789135,0.1405683241167117,-0.6882082139659064,171.0,60.0,0,-1,1,2,0,1,True,4
13634,52408,1510210952283.0,13075004,171,60,236,38,171.50349058659506,59.574494196527,0.1309378448319988,-0.6699235357672858,172.0,59.0,1,-1,2,2,1,1,True,8
13638,52409,1510210952382.0,13075004,172,59,236,39,171.61976957164336,58.97329803612399,0.1007336048197751,-0.6759742411044248,172.0,58.0,0,-1,1,2,0,1,True,4
13644,52410,1510210952482.0,13075004,172,58,236,40,171.69541336187604,58.36558303004604,0.0517241204691489,-0.7103102551690648,172.0,58.0,0,0,1,1,0,0,True,0
13650,52411,1510210952581.0,13075004,172,58,236,41,171.75048337780373,57.71354523013591,-0.0069426935687046,-0.7709112814017642,172.0,57.0,0,-1,1,2,0,1,True,4
13655,52412,1510210952680.0,13075004,172,57,236,42,171.69747407361476,56.983331023444464,-0.063887652544389,-0.8500770659241478,172.0,56.0,0,-1,1,2,0,1,True,4
13657,52413,1510210952779.0,13075004,172,56,236,43,171.58869491319848,56.0242703142182,-0.1084335213349931,-0.9324375604591456,171.0,55.0,-1,-1,0,2,1,1,True,7
13663,52414,1510210952879.0,13075004,171,55,236,44,171.45724482621284,54.94618956358705,-0.1319493390883459,-1.0036740914587827,171.0,54.0,0,-1,1,2,0,1,True,4
13667,52415,1510210952978.0,13075004,171,54,236,45,171.35257633931815,53.85599106268142,-0.132247010197811,-1.055302295585182,171.0,52.0,0,-1,1,2,0,2,False,4
13675,52416,1510210953077.0,13075004,171,52,236,46,171.20319678478808,52.760284576288406,-0.1146315837594267,-1.0865359462142992,171.0,52.0,0,0,1,1,0,0,True,0
13679,52417,1510210953176.0,13075004,171,52,236,47,171.09581038127027,51.70114670422487,-0.0854426123606613,-1.0973515973037562,171.0,51.0,0,-1,1,2,0,1,True,4
13686,52418,1510210953275.0,13075004,171,51,236,48,170.9759194112964,50.58497776933327,-0.0529636272115969,-1.090708023495923,171.0,50.0,0,-1,1,2,0,1,True,4
13688,52419,1510210953375.0,13075004,171,50,236,49,170.90248555675532,49.58277639693273,-0.0278077563052083,-1.0717257580679318,171.0,48.0,0,-1,1,2,0,2,False,4
13696,52420,1510210953474.0,13075004,171,48,236,50,170.8939950964268,48.53776141507969,-0.0150066009644977,-1.0433465554487615,171.0,47.0,0,-1,1,2,0,1,True,4
13701,52421,1510210953573.0,13075004,171,47,236,51,170.9671336005038,47.50761125254412,-0.0174809614189643,-1.0134763195031098,171.0,46.0,0,-1,1,2,0,1,True,4
13705,52422,1510210953673.0,13075004,171,46,236,52,171.02967592846505,46.492890737477246,-0.0361418603594354,-0.9919273395676694,171.0,46.0,0,0,1,1,0,0,True,0
13711,52423,1510210953772.0,13075004,171,46,236,53,171.0172147262337,45.56011293974387,-0.0690679969343204,-0.9805902656254918,171.0,45.0,0,-1,1,2,0,1,True,4
13712,52424,1510210953871.0,13075004,171,45,236,54,170.83930369755916,44.581606290487606,-0.1136631636203664,-0.97276652446136,171.0,44.0,0,-1,1,2,0,1,True,4
13719,52425,1510210953970.0,13075004,171,44,236,55,170.64029597303326,43.554843274833374,-0.1642514650062625,-0.9656525799750604,170.0,43.0,-1,-1,0,2,1,1,True,7
13724,52426,1510210954070.0,13075004,170,43,236,56,170.44138390488732,42.516403803673775,-0.212389540756571,-0.9553396149686432,170.0,41.0,0,-1,1,2,0,2,False,4
13730,52427,1510210954169.0,13075004,170,41,236,57,170.16425297674738,41.60075833698159,-0.2548470992467853,-0.9415928944772016,170.0,40.0,0,-1,1,2,0,1,True,4
13732,52428,1510210954268.0,13075004,170,40,236,58,169.86941158862345,40.71005313060789,-0.2908960767074147,-0.9263739597720252,170.0,40.0,0,0,1,1,0,0,True,0
13739,52429,1510210954367.0,13075004,170,40,236,59,169.64346830278282,39.78429432476805,-0.3239519685742835,-0.914110325565123,169.0,39.0,-1,-1,0,2,1,1,True,7
13744,52430,1510210954467.0,13075004,169,39,236,60,169.31182653858374,38.87803666635365,-0.3574756038100881,-0.9082844216550552,169.0,38.0,0,-1,1,2,0,1,True,4
13747,52431,1510210954566.0,13075004,169,38,236,61,168.9712052821993,38.05046467106952,-0.3896177234948053,-0.907807128848082,168.0,37.0,-1,-1,0,2,1,1,True,7
13754,52432,1510210954665.0,13075004,168,37,236,62,168.58128236293135,37.078137423990405,-0.4186462270005266,-0.9075848564380158,168.0,36.0,0,-1,1,2,0,1,True,4
13761,52433,1510210954764.0,13075004,168,36,236,63,168.1091472486409,36.12398816884194,-0.4439532779261874,-0.908862679698774,168.0,35.0,0,-1,1,2,0,1,True,4
13763,52434,1510210954864.0,13075004,168,35,236,64,167.65384292003898,35.229981815229024,-0.4652781360480666,-0.9058057862178208,168.0,35.0,0,0,1,1,0,0,True,0
13767,52435,1510210954963.0,13075004,168,35,236,65,167.1865917472294,34.3622252122324,-0.4800724705996395,-0.8993794625951481,167.0,34.0,-1,-1,0,2,1,1,True,7
13774,52436,1510210955062.0,13075004,167,34,236,66,166.7014333355965,33.445445716375964,-0.4866847767815065,-0.8884155518080996,166.0,33.0,-1,-1,0,2,1,1,True,7
13777,52437,1510210955161.0,13075004,166,33,236,67,166.20376234059162,32.593198018992446,-0.4793878012694428,-0.8685367873511172,165.0,31.0,-1,-1,0,2,1,2,False,7
13781,52438,1510210955261.0,13075004,165,31,236,68,165.6752192964654,31.722227361613967,-0.461723441055816,-0.8328021541259125,165.0,30.0,0,-1,1,2,0,1,True,4
13783,52439,1510210955360.0,13075004,165,30,236,69,165.18571298348678,30.90721313595541,-0.4444468898678768,-0.7832589497806748,165.0,30.0,0,0,1,1,0,0,True,0
13787,52440,1510210955459.0,13075004,165,30,236,70,164.79195743190837,30.132386797657546,-0.4320640757067724,-0.7248633465540611,164.0,30.0,-1,0,0,1,1,0,True,3
13792,52441,1510210955558.0,13075004,164,30,236,71,164.45731879885912,29.432207783412245,-0.4276079752504849,-0.6616907516291355,164.0,29.0,0,-1,1,2,0,1,True,4
13796,52442,1510210955658.0,13075004,164,29,236,72,164.07725613928565,28.889962554944987,-0.4387718759616184,-0.5913626903191812,164.0,28.0,0,-1,1,2,0,1,True,4
13800,52443,1510210955757.0,13075004,164,28,236,73,163.57808270139805,28.326879540563887,-0.4657237847133175,-0.5132964543324695,163.0,28.0,-1,0,0,1,1,0,True,3
13805,52444,1510210955856.0,13075004,163,28,236,74,162.99296610524567,27.785458961198948,-0.5038682526908618,-0.428606013158725,163.0,28.0,0,0,1,1,0,0,True,0
13808,52445,1510210955955.0,13075004,163,28,236,75,162.4802612068822,27.38423929670517,-0.5484487374140223,-0.3395256021045842,162.0,27.0,-1,-1,0,2,1,1,True,7
13811,52446,1510210956086.0,13075004,162,27,236,76,161.9285727805386,27.13314785734571,-0.5975595161151355,-0.2490788438247348,161.0,27.0,-1,0,0,1,1,0,True,3
13813,52447,1510210956185.0,13075004,161,27,236,77,161.3773349412973,26.93713445083031,-0.6443634964592428,-0.1662032125344781,161.0,27.0,0,0,1,1,0,0,True,0
13818,52448,1510210956284.0,13075004,161,27,236,78,160.71826011143617,26.816781779392382,-0.6860824581691882,-0.0940176377015101,160.0,26.0,-1,-1,0,2,1,1,True,7
13819,52449,1510210956383.0,13075004,160,26,236,79,159.97808270056538,26.7503240991255,-0.7163260490912093,-0.0352122293641081,159.0,26.0,-1,0,0,1,1,0,True,3
13824,52450,1510210956483.0,13075004,159,26,236,80,159.1590263095741,26.68000663835756,-0.7357999354554514,0.0087527610824978,158.0,27.0,-1,1,0,0,1,1,True,6
13825,52451,1510210956582.0,13075004,158,27,236,81,158.45540202580864,26.68242100539887,-0.7492888311640331,0.0319006927351261,157.0,27.0,-1,0,0,1,1,0,True,3
13828,52452,1510210956681.0,13075004,157,27,236,82,157.71911555208763,26.75915454955671,-0.7604745153446215,0.0318461620020313,157.0,27.0,0,0,1,1,0,0,True,0
13831,52453,1510210956780.0,13075004,157,27,236,83,156.93468239795126,26.842592603869026,-0.7780852438710846,0.0081635869029053,157.0,27.0,0,0,1,1,0,0,True,0
13835,52454,1510210956880.0,13075004,157,27,236,84,156.1461516888818,26.848632621033232,-0.8051150405115282,-0.0335306629515173,156.0,27.0,-1,0,0,1,1,0,True,3
13839,52455,1510210956979.0,13075004,156,27,236,85,155.38202283136056,26.75236786601451,-0.8357531648826373,-0.0868488121510537,155.0,27.0,-1,0,0,1,1,0,True,3
13841,52456,1510210957078.0,13075004,155,27,236,86,154.54288625298636,26.601622884979346,-0.8614962068968848,-0.1423284540803329,153.0,26.0,-1,-1,0,2,2,1,False,7
13845,52457,1510210957177.0,13075004,153,26,236,87,153.66230404250092,26.455761481019877,-0.8834884496926105,-0.1898827511547997,152.0,26.0,-1,0,0,1,1,0,True,3
13846,52458,1510210957276.0,13075004,152,26,236,88,152.75483728743842,26.272146234626117,-0.9044098324258688,-0.2267272441359808,152.0,26.0,0,0,1,1,0,0,True,0
13849,52459,1510210957376.0,13075004,152,26,236,89,151.8818489181408,26.003061010195918,-0.9226714589525776,-0.2517238698985817,151.0,26.0,-1,0,0,1,1,0,True,3
13852,52460,1510210957475.0,13075004,151,26,236,90,150.86019996588954,25.709313566659496,-0.9340410014543994,-0.2615592917186918,150.0,25.0,-1,-1,0,2,1,1,True,7
13855,52461,1510210957574.0,13075004,150,25,236,91,149.9148897246988,25.456087805700296,-0.9374078863976044,-0.2560453228340291,149.0,25.0,-1,0,0,1,1,0,True,3
13859,52462,1510210957674.0,13075004,149,25,236,92,148.95821860295678,25.18425533002343,-0.9315786291509864,-0.2378475867304612,148.0,25.0,-1,0,0,1,1,0,True,3
13863,52463,1510210957773.0,13075004,148,25,236,93,148.0573760066883,24.958567127864825,-0.9224808632099002,-0.2106890726694014,147.0,25.0,-1,0,0,1,1,0,True,3
13866,52464,1510210957872.0,13075004,147,25,236,94,147.16855513990794,24.82669105112996,-0.9126304786376412,-0.1831849473710842,147.0,25.0,0,0,1,1,0,0,True,0
13869,52465,1510210957971.0,13075004,147,25,236,95,146.28823821645005,24.682089578352347,-0.9089871292014124,-0.1620601585132304,145.0,25.0,-1,0,0,1,2,0,False,3
13871,52466,1510210958071.0,13075004,145,25,236,96,145.44919219278165,24.50320449442055,-0.9093688388987946,-0.1455239916801207,144.0,24.0,-1,-1,0,2,1,1,True,7
13875,52467,1510210958187.0,13075004,144,24,236,97,144.51148453850567,24.37047771360962,-0.9096894742424108,-0.1293661725351626,144.0,24.0,0,0,1,1,0,0,True,0
13878,52468,1510210958286.0,13075004,144,24,236,98,143.51181632926324,24.24972328537456,-0.9141304210737466,-0.1088064376515712,143.0,24.0,-1,0,0,1,1,0,True,3
13881,52469,1510210958385.0,13075004,143,24,236,99,142.5540202884871,24.137471160638288,-0.922745930582308,-0.0860935253248976,141.0,24.0,-1,0,0,1,2,0,False,3
13883,52470,1510210958484.0,13075004,141,24,236,100,141.67188042772176,24.0370957320974,-0.9309926853411076,-0.0640041796830713,141.0,24.0,0,0,1,1,0,0,True,0
13887,52471,1510210958584.0,13075004,141,24,236,101,140.74281591957646,23.96593084690047,-0.9387885249747984,-0.0431210769348521,140.0,24.0,-1,0,0,1,1,0,True,3
13890,52472,1510210958683.0,13075004,140,24,236,102,139.814192523997,23.964833987070907,-0.947566435639184,-0.0228049810154353,139.0,24.0,-1,0,0,1,1,0,True,3
13891,52473,1510210958782.0,13075004,139,24,236,103,138.8862846381432,23.94284449833537,-0.9544132117555484,-0.005406882665872,137.0,24.0,-1,0,0,1,2,0,False,3
13895,52474,1510210958881.0,13075004,137,24,236,104,137.90655923549926,23.92929153794935,-0.9584410873832664,0.0052742126560526,137.0,24.0,0,0,1,1,0,0,True,0
13898,52475,1510210958981.0,13075004,137,24,236,105,136.94622329006884,23.93836322466472,-0.967879479404408,0.0110149992043895,136.0,24.0,-1,0,0,1,1,0,True,3
13901,52476,1510210959080.0,13075004,136,24,236,106,135.97498561471306,24.00669504117626,-0.9777417360357256,0.0118594375177632,136.0,24.0,0,0,1,1,0,0,True,0
13905,52477,1510210959179.0,13075004,136,24,236,107,134.99680037089544,24.06547907550169,-0.9881276930961748,0.0072883939847994,134.0,24.0,-1,0,0,1,2,0,False,3
13907,52478,1510210959278.0,13075004,134,24,236,108,134.0437341281756,24.048306477680267,-0.9943347161063864,0.0023691324414061,133.0,24.0,-1,0,0,1,1,0,True,3
13910,52479,1510210959378.0,13075004,133,24,236,109,132.99889806930548,24.000000005559038,-0.9846276480670366,0.0025449750474449,132.0,24.0,-1,0,0,1,1,0,True,3
13913,52480,1510210959477.0,13075004,132,24,236,110,131.97962558594892,23.95169353343776,-0.9634974369312924,0.0068077180285778,130.0,24.0,-1,0,0,1,2,0,False,3
13915,52481,1510210959576.0,13075004,130,24,236,111,131.12165800141906,23.934520935616234,-0.9332453814643568,0.0128761063086293,130.0,24.0,0,0,1,1,0,0,True,0
13918,52482,1510210959675.0,13075004,130,24,236,112,130.16302437515554,23.993304969941647,-0.9027343421275038,0.0195638179667356,130.0,24.0,0,0,1,1,0,0,True,0
13921,52483,1510210959776.0,13075004,130,24,236,113,129.21527899582262,24.03278682211296,-0.880920160049345,0.0223193678103572,129.0,24.0,-1,0,0,1,1,0,True,3
13925,52484,1510210959875.0,13075004,129,24,236,114,128.34613054693946,24.068647761429983,-0.8723062021596886,0.0174054807638505,127.0,24.0,-1,0,0,1,2,0,False,3
13929,52485,1510210959975.0,13075004,127,24,236,115,127.49994436662988,24.088230171227828,-0.8755831270318644,0.0003367186675213,126.0,24.0,-1,0,0,1,1,0,True,3
13932,52486,1510210960074.0,13075004,126,24,236,116,126.61498200493256,24.081411784429804,-0.8903701078149542,-0.0245833905257429,126.0,24.0,0,0,1,1,0,0,True,0
13935,52487,1510210960173.0,13075004,126,24,236,117,125.78165313536944,24.04184830547997,-0.9180571574180768,-0.0547642929566463,125.0,24.0,-1,0,0,1,1,0,True,3
13938,52488,1510210960272.0,13075004,125,24,236,118,124.89837833442547,23.967538602899555,-0.956047758454166,-0.0895665512342762,124.0,24.0,-1,0,0,1,1,0,True,3
13940,52489,1510210960372.0,13075004,124,24,236,119,123.91111848865052,23.88966665671141,-0.994611372522162,-0.1233563500136826,123.0,24.0,-1,0,0,1,1,0,True,3
13942,52490,1510210960471.0,13075004,123,24,236,120,122.8700153972516,23.729935441994023,-1.022818925555225,-0.1484161864910573,122.0,24.0,-1,0,0,1,1,0,True,3
13947,52491,1510210960570.0,13075004,122,24,236,121,121.75924658389133,23.54684657899721,-1.027702941033696,-0.1569704464860036,121.0,23.0,-1,-1,0,2,1,1,True,7
13948,52492,1510210960669.0,13075004,121,23,236,122,120.66371100356491,23.37583301306165,-1.0161270475102264,-0.1478417249545517,119.0,23.0,-1,0,0,1,2,0,False,3
13953,52493,1510210960769.0,13075004,119,23,236,123,119.75809834245794,23.23549617502873,-0.9937696859903916,-0.1231969492759754,119.0,23.0,0,0,1,1,0,0,True,0
13956,52494,1510210960868.0,13075004,119,23,236,124,118.7246721766462,23.132488282898088,-0.967386001559026,-0.0903355064130893,118.0,23.0,-1,0,0,1,1,0,True,3
13959,52495,1510210960967.0,13075004,118,23,236,125,117.77662342993489,23.065248224540987,-0.9432070059462077,-0.0576783580378168,116.0,23.0,-1,0,0,1,2,0,False,3
13961,52496,1510210961066.0,13075004,116,23,236,126,116.89056767025818,23.02679946127747,-0.9221116429785484,-0.0320949756632182,116.0,23.0,0,0,1,1,0,0,True,0
13964,52497,1510210961166.0,13075004,116,23,236,127,115.98003335172588,23.00681839212537,-0.9129304123452172,-0.0176413353006721,115.0,23.0,-1,0,0,1,1,0,True,3
13967,52498,1510210961265.0,13075004,115,23,236,128,115.05318460975631,22.993181618529256,-0.92363233415361,-0.0195363937122114,114.0,23.0,-1,0,0,1,1,0,True,3
13971,52499,1510210961364.0,13075004,114,23,236,129,114.175666865293,22.944350585037085,-0.951681020161434,-0.0354793400589704,114.0,23.0,0,0,1,1,0,0,True,0
13974,52500,1510210961463.0,13075004,114,23,236,130,113.27889248933296,22.961541038715467,-0.9903571879480312,-0.0637688375102156,113.0,23.0,-1,0,0,1,1,0,True,3
13976,52501,1510210961563.0,13075004,113,23,236,131,112.1803354428027,22.900647097940706,-1.042760062913321,-0.0988327627916351,111.0,23.0,-1,0,0,1,2,0,False,3
13978,52502,1510210961662.0,13075004,111,23,236,132,110.99245902328472,22.77967493756387,-1.095823332925906,-0.132139898363851,109.0,23.0,-1,0,0,1,2,0,False,3
13982,52503,1510210961761.0,13075004,109,23,236,133,109.85132213327498,22.61455034281345,-1.1393913898303296,-0.1547445691681457,109.0,22.0,0,-1,1,2,0,1,True,4
13986,52504,1510210961860.0,13075004,109,22,236,134,108.73468657744918,22.423219361672817,-1.162147634251343,-0.1597602040952894,107.0,22.0,-1,0,0,1,2,0,False,3
13988,52505,1510210961960.0,13075004,107,22,236,135,107.74661301472943,22.230582716489824,-1.1657985339651993,-0.1453542805276606,107.0,22.0,0,0,1,1,0,0,True,0
13990,52506,1510210962059.0,13075004,107,22,236,136,106.53900095300118,22.074472414626587,-1.1530405523695388,-0.1149494789192195,106.0,22.0,-1,0,0,1,1,0,True,3
13995,52507,1510210962158.0,13075004,106,22,236,137,105.34161720027998,22.012878997957536,-1.12710595267519,-0.0748067918586188,103.0,22.0,-1,0,0,1,3,0,False,3
13998,52508,1510210962312.0,13075004,103,22,236,138,104.2212386558382,21.96497009197287,-1.0843491663461624,-0.032489198460813,103.0,22.0,0,0,1,1,0,0,True,0
14001,52509,1510210962412.0,13075004,103,22,236,139,103.08133965049254,21.95815170517474,-1.034722909871032,0.0047471426561987,102.0,22.0,-1,0,0,1,1,0,True,3
14004,52510,1510210962511.0,13075004,102,22,236,140,102.06698827795285,21.98607954200722,-0.9856540078253542,0.0313314892240375,102.0,22.0,0,0,1,1,0,0,True,0
14007,52511,1510210962610.0,13075004,102,22,236,141,101.17527530883544,22.03807415975292,-0.9439719023654822,0.0443087027975633,101.0,22.0,-1,0,0,1,1,0,True,3
14008,52512,1510210962709.0,13075004,101,22,236,142,100.23030451114292,22.10015515065743,-0.9145048118382488,0.0436928489554874,100.0,22.0,-1,0,0,1,1,0,True,3
14012,52513,1510210962809.0,13075004,100,22,236,143,99.40210555661088,22.185498497866178,-0.8945937852031693,0.0322076224099656,98.0,23.0,-1,1,0,0,2,1,False,6
14015,52514,1510210962908.0,13075004,98,23,236,144,98.62821464661025,22.194532286434946,-0.8775214624190115,0.0144711822727437,96.0,22.0,-1,-1,0,2,2,1,False,7
14017,52515,1510210963007.0,13075004,96,22,236,145,97.63118837549403,22.16512459984629,-0.8637292746666045,-0.0025119174479331,96.0,22.0,0,0,1,1,0,0,True,0
14022,52516,1510210963106.0,13075004,96,22,236,146,96.68792099018424,22.117770865274203,-0.8605705247203335,-0.0153586556518643,96.0,22.0,0,0,1,1,0,0,True,0
14023,52517,1510210963205.0,13075004,96,22,236,147,95.79543110905584,22.068032098283062,-0.8720848977156097,-0.0190868780130093,96.0,22.0,0,0,1,1,0,0,True,0
14026,52518,1510210963305.0,13075004,96,22,236,148,95.00002753460136,22.038764707718748,-0.8964186454832397,-0.0164569135347033,96.0,22.0,0,0,1,1,0,0,True,0
14031,52519,1510210963404.0,13075004,96,22,236,149,94.06636678292696,22.072350300599645,-0.9267963355660672,-0.0127669228662892,92.0,22.0,-1,0,0,1,4,0,False,3
14034,52520,1510210963503.0,13075004,92,22,236,150,93.12516958389232,22.07546614776483,-0.9526912906710638,-0.012835953443181,92.0,22.0,0,0,1,1,0,0,True,0
14035,52521,1510210963602.0,13075004,92,22,236,151,92.12862888278312,22.06864776096676,-0.97324008247936,-0.0186911700830771,91.0,22.0,-1,0,0,1,1,0,True,3
14039,52522,1510210963702.0,13075004,91,22,236,152,91.21708880573652,22.04555084464952,-0.9884755640565064,-0.0318538413015269,90.0,22.0,-1,0,0,1,1,0,True,3
14042,52523,1510210963801.0,13075004,90,22,236,153,90.32590185561044,22.00236645284536,-1.0013623038976516,-0.0521681480897605,89.0,22.0,-1,0,0,1,1,0,True,3
14045,52524,1510210963900.0,13075004,89,22,236,154,89.26961673011608,21.937604532451022,-1.0152843749971503,-0.0767630001311782,88.0,22.0,-1,0,0,1,1,0,True,3
14048,52525,1510210963999.0,13075004,88,22,236,155,88.16967858765534,21.851200037127818,-1.0204365170252117,-0.1028639422862228,87.0,22.0,-1,0,0,1,1,0,True,3
14050,52526,1510210964099.0,13075004,87,22,236,156,87.06366744935359,21.743045831729678,-1.0156828457701046,-0.1268176873828054,87.0,22.0,0,0,1,1,0,0,True,0
14053,52527,1510210964198.0,13075004,87,22,236,157,86.02266712023702,21.61105660716305,-1.0068943436349311,-0.1440505089838043,86.0,21.0,-1,-1,0,2,1,1,True,7
14057,52528,1510210964297.0,13075004,86,21,236,158,85.06853663195825,21.44886802558277,-0.9917726260938516,-0.1499172247471751,83.0,21.0,-1,0,0,1,3,0,False,3
14060,52529,1510210964447.0,13075004,83,21,236,159,84.17183386163182,21.243275315827844,-0.9762860685211452,-0.1424329563037273,83.0,21.0,0,0,1,1,0,0,True,0
